App_Name,CPU_Usage,Memory_Usage,Battery_Level,Temperature,Disk_Space,Network_Signal,App_Version,Error_Logs,Device_Model,Session_Time,Num_App_Crashes,App_Usage_Level,Crash_Label
11,0.542016806722689,0.7479330897904249,0.3285,0.6024182076813654,0.4130069547550207,0.4647,0.1,1.0,1,2,0.5,2,0.0
2,0.6402619871478004,0.5006729475100941,0.0951999999999999,0.6865813181602656,0.4564937094631554,0.8429000000000001,0.1999999999999999,0.0,1,2,0.25,1,0.0
13,0.5452298566485417,0.390501826571813,0.0604,0.5531057373162636,0.7782292724857389,0.2702,0.1999999999999999,0.0,1,2,0.5,2,0.0
6,0.3856895699456253,0.3393578158046529,0.9215,0.5450450450450451,0.2525591935609909,0.7648999999999999,0.0,1.0,2,1,0.25,0,0.0
9,0.6798072170044489,0.2716785233608921,0.4239,0.7043622569938359,0.309623349222474,0.1834,0.1999999999999999,1.0,0,1,0.25,1,0.0
6,0.5149530400395452,0.4641415112478368,0.3735,0.4447605500237079,0.0141830116433539,0.6737000000000001,0.1,0.0,0,2,0.25,1,0.0
10,0.5776075135936727,0.5252835993078253,0.8389,0.6716453295400664,0.902946002969446,0.9155,0.1999999999999999,1.0,1,2,0.5,1,0.0
8,0.6948838358872961,0.5348971351663141,0.4457,0.7157420578473209,0.6856294444010315,0.3239,1.0,0.0,2,2,0.5,1,0.0
3,0.4783737024221453,0.4606806383387809,0.6812,0.5149359886201991,0.2628155036336641,0.9004000000000001,0.1999999999999999,1.0,2,1,0.25,2,0.0
13,0.8331685615422639,0.593924245337435,0.9,0.8314366998577525,0.8876299132609206,0.5054,0.0,1.0,2,2,0.75,1,0.0
6,0.5447355412753336,0.6062295712363006,0.9292,0.6109530583214795,0.0865046495272329,0.3167999999999999,0.1,0.0,0,1,0.0,2,0.0
1,0.6495304003954523,0.5083637761968852,0.2357999999999999,0.6548127074442863,0.3683871219817144,0.8965000000000001,0.0,0.0,2,2,0.25,2,0.0
6,0.6811665842807711,0.5260526821765044,0.3854999999999999,0.7045993361782835,0.563628194107994,0.032,1.0,0.0,1,2,0.5,2,0.0
12,0.4674987642115669,0.3357046721784271,0.2692,0.5334281650071124,0.5055286395248886,0.0279999999999999,0.1999999999999999,1.0,2,2,0.25,0,0.0
4,0.4045971329708354,0.527206306479523,0.3256,0.4492650545282124,0.6549581933265609,0.5998,0.0,0.0,1,2,0.5,2,0.0
12,0.824765200197726,0.2245721976542971,0.8512000000000001,0.8790896159317212,0.2975697429084942,0.7968000000000001,0.0,1.0,0,0,0.5,0,0.0
10,0.4385813148788927,0.5352816766006536,0.8719,0.4312470365101944,0.7579120106274908,0.7515000000000001,0.0,1.0,0,2,0.25,2,0.0
13,0.2834898665348492,0.5714285714285713,0.7372,0.3774300616405879,0.4054465890443072,0.0795,0.0,0.0,2,2,0.25,2,0.0
13,0.537320810677212,0.9032878292636032,0.6123,0.5765765765765766,0.1252246620301633,0.9503,1.0,1.0,0,1,0.25,2,0.0
10,0.7297330696984675,0.4647183233993462,0.0988,0.7892366050260787,0.7404860514183011,0.7031000000000001,1.0,1.0,0,0,0.25,2,0.0
11,0.4196737518536826,0.4989425110555662,0.3289999999999999,0.4902797534376482,0.912049699148238,0.9491,0.1999999999999999,0.0,2,2,0.25,2,0.0
12,0.5363321799307958,0.4779850028840606,0.7781,0.6458036984352774,0.3644213487536141,0.3290999999999999,0.1999999999999999,1.0,0,0,0.25,2,0.0
14,0.4660158180919426,0.3772351470870986,0.9471,0.5803698435277382,0.589688989606939,0.6939,0.1,1.0,1,2,0.25,2,0.0
1,0.1293870489372219,0.2484137665833493,0.344,0.2603129445234708,0.6878956005313746,0.8599,1.0,0.0,2,2,0.25,2,0.0
0,0.3122837370242214,0.5702749471255527,0.3994,0.347321005215742,0.8316206923497694,0.3804999999999999,0.0,0.0,1,2,0.25,2,0.0
4,0.7093425605536333,0.2203422418765621,0.3278999999999999,0.7536747273589379,0.1979370164882394,0.9649,0.0,1.0,0,2,0.25,1,0.0
13,0.8395946613939693,0.4672178427225533,0.7349,0.786628733997155,0.5700164100961163,0.265,0.1,1.0,2,2,0.5,1,0.0
11,,0.0607575466256489,0.4805,0.1156946420104314,0.7404469797608815,0.3156,0.0,1.0,1,2,0.25,0,0.0
3,0.7597627286208601,0.800807537012113,0.6336999999999999,0.8537221431958274,0.1990700945534109,0.9203,0.1,1.0,2,2,0.75,0,1.0
1,0.6616411270390508,0.6004614497212074,0.1642,0.6723565670934092,0.4724935531765257,0.9697,0.1999999999999999,0.0,1,2,0.75,1,0.0
12,0.638531883341572,0.3545472024610652,0.9385,0.6379800853485064,0.4643666484332265,0.2852,1.0,1.0,1,2,0.25,1,0.0
4,0.5029658922392486,0.3868486829455874,0.6940000000000001,0.635846372688478,0.839435023833711,0.1364,0.1,1.0,2,1,0.0,0,0.0
3,0.4490855165595649,0.4124206883291674,0.4215,0.5215742057847321,0.7773892318512151,0.7591,0.0,1.0,1,2,0.25,2,0.0
12,0.4927088482451804,0.5102864833685828,0.8090999999999999,0.5822664770033191,0.2318902867859654,0.9297,0.1,1.0,2,2,0.25,1,0.0
6,0.592560553633218,0.5658527206306478,0.335,0.6538643907064959,0.2329061498788778,0.6007,0.1999999999999999,0.0,0,2,0.5,1,0.0
3,0.8578843302026693,0.2264949048259949,0.8709,0.936936936936937,0.7234312729545987,0.6345000000000001,0.0,1.0,1,0,0.5,2,1.0
10,0.5359614434008897,0.5804652951355508,0.9384,0.5016595542911332,0.7396850824411971,0.7629,0.1999999999999999,0.0,1,0,0.5,1,0.0
7,0.9095402867029164,0.2234185733512786,0.1317,0.9857752489331436,0.1788505118387122,0.1531,0.1999999999999999,0.0,1,1,0.25,2,1.0
11,0.3877904102817597,0.7635070178811768,0.6743000000000001,0.4836415362731152,0.4111705868562944,0.9735,0.1,0.0,1,2,0.25,2,0.0
4,0.7465397923875432,0.4997115939242452,0.8853,0.8247984826932195,0.8258576228803626,0.3643,0.1999999999999999,0.0,0,2,0.5,2,0.0
5,0.6245674740484428,0.7902326475677756,0.848,0.6377430061640588,0.0793350003907165,0.6282,0.0,0.0,2,2,0.5,1,0.0
7,0.6747404844290656,0.5712363007114015,0.1099,0.7321005215742058,0.3738766898491834,0.4686,0.1999999999999999,1.0,2,2,0.5,0,0.0
8,0.7351705388037567,0.4529898096519899,0.307,0.6934566145092461,0.6446042041103384,0.4682,0.1999999999999999,0.0,2,2,0.25,1,0.0
8,0.0671033119130005,0.6514131897711977,0.0571,0.2100521574205784,0.7711768383214817,0.7027,0.1,0.0,0,2,0.25,2,0.0
4,0.6617647058823529,0.2145741203614689,0.2024,0.6740161213845425,0.6527115730249278,0.9947,0.1999999999999999,0.0,0,2,0.5,2,0.0
3,0.9792387543252594,0.5433570467217842,0.2430999999999999,1.0,0.3975150425881065,0.6591,1.0,1.0,2,1,0.25,1,1.0
12,0.5367029164607019,0.3758892520669102,0.5204,0.6299193930772878,0.9920879893725092,0.7940999999999999,0.1,0.0,2,2,0.25,2,1.0
11,0.5612951062778052,0.6944818304172274,0.1925,0.5637743006164059,0.0414354926936,0.0276,0.1,1.0,0,0,0.25,1,0.0
0,0.2794117647058823,0.737550471063257,0.5865,0.3710289236605025,0.494783933734469,0.8104,0.0,0.0,0,2,0.0,2,0.0
8,0.4542758279782501,0.542587963853105,0.1989999999999999,0.4988146040777619,0.5100804876142845,0.3,0.0,0.0,1,2,0.0,1,0.0
11,0.5984923381117152,0.3778119592386079,0.2145,0.7318634423897581,0.2397436899273267,0.1267,0.0,1.0,2,2,0.5,2,0.0
8,0.2947355412753337,0.4468371467025571,0.3107,0.3349928876244665,0.5587442369305305,0.1133,0.0,1.0,2,0,0.0,1,0.0
6,0.4500741473059812,0.5600845991155546,0.6876000000000001,0.5045045045045046,0.2200125029303743,0.6799,1.0,1.0,2,2,0.25,0,0.0
12,0.4583539298072169,0.4649105941165159,0.3753,0.4148885727833096,0.4434242400562632,0.9976,0.1,0.0,2,2,0.25,2,0.0
6,0.7208353929807216,0.6475677754278024,0.4391,0.7377904220009482,0.4316441353442213,0.6662,0.1999999999999999,1.0,2,2,0.25,2,0.0
1,0.5590706870983687,0.5006729475100941,0.4938,0.6223328591749644,0.7732085645073064,0.2623,0.0,1.0,1,2,0.5,2,0.0
8,0.5678447849728127,0.5037492789848106,0.0141999999999999,0.5173067804646753,0.9427209502227084,0.2032999999999999,0.0,1.0,0,1,0.25,2,1.0
5,0.4197973306969846,0.3314747164006921,0.4684,0.4779516358463726,0.202801437836993,0.526,0.0,1.0,1,2,0.25,1,0.0
5,0.4385813148788927,0.6006537204383772,0.9636,0.590801327643433,0.9916582011408924,0.065,0.1999999999999999,1.0,1,1,0.25,0,1.0
6,0.5140879881364311,0.7133243606998655,0.3699,0.5682788051209103,0.9404352582636556,0.3993,0.0,0.0,2,2,0.25,2,0.0
10,0.7238012852199702,0.4354931743895405,0.2453,0.5682788051209103,0.1125849808548878,0.6662,0.1999999999999999,1.0,1,2,0.5,0,0.0
7,0.4405585763717251,0.8263795423956931,0.1022,0.5682788051209103,0.9124794873798546,0.9677,0.1,0.0,1,2,0.25,2,0.0
5,0.4432773109243697,0.1607383195539318,0.3564,0.504267425320057,0.5646049855434867,0.4257,0.1,1.0,2,2,0.5,1,0.0
8,0.5755066732575382,0.5006729475100941,0.9757,0.6289710763394974,0.8790732202860044,0.2002,0.1,1.0,1,0,0.25,2,0.0
4,0.7417202174987642,0.4585656604499133,0.8581,0.7811759127548602,0.9457685395014456,0.8173999999999999,1.0,0.0,1,2,0.5,2,0.0
6,0.5415224913494809,0.4643337819650067,0.8097,0.5590327169274537,0.8590099242009845,0.7442,0.1999999999999999,0.0,0,2,0.0,1,0.0
1,0.3032624814631734,0.6583349355893099,0.8238,0.4490279753437649,0.4028678596546065,0.8597,0.0,0.0,2,1,0.5,2,0.0
0,0.814878892733564,0.7340895981542012,0.2048,0.8511142721669037,0.6368094084551066,0.2147,0.0,0.0,2,2,0.75,2,0.0
0,0.5244686109738013,0.4018457988848298,0.7029000000000001,0.6270744428639167,0.4647769008361335,0.4048,0.0,1.0,1,2,0.0,1,0.0
2,0.6934008897676718,0.5693135935397038,0.6562,0.7486960644855382,0.366433539110729,0.9816,0.0,0.0,2,1,0.25,1,0.0
7,0.1821552150271873,0.5260526821765044,0.217,0.3892840208629682,0.250664218176135,0.158,1.0,1.0,0,2,0.0,2,0.0
3,0.7388779041028175,0.3232070755623918,0.5682,0.7989568515884307,0.4415097288426975,0.6715000000000001,0.0,1.0,1,0,0.25,2,0.0
12,0.2124320316361838,0.4143433955008652,0.9107,0.3063063063063063,0.8060678283972806,0.2372,1.0,1.0,0,2,0.25,0,0.0
5,0.8958230350963914,0.1053643530090367,0.387,0.912280701754386,0.8441236227240759,0.5002,0.1999999999999999,0.0,1,0,0.5,1,1.0
5,0.7874443895205141,0.402422611036339,0.8523999999999999,0.8138928402086296,0.9581347190747832,0.8005,0.1,0.0,1,0,0.25,0,0.0
3,0.4100346020761246,0.2605268217650451,0.4276,0.4660976766239923,0.2905954520590763,0.4886,0.0,0.0,2,2,0.0,0,0.0
13,0.3813643104300543,0.7456258411843876,0.2014,0.4592223802750118,0.6504454168945847,0.8055,0.1,1.0,2,2,0.5,0,0.0
1,0.6998269896193771,0.7462026533358969,0.1049,0.6659554291133237,0.6938344924591701,0.4263,0.1999999999999999,0.0,1,0,0.5,1,0.0
14,0.3251359367276322,0.5910401845798884,0.9256,0.4805595068752964,0.1912752988981792,0.9994,0.1999999999999999,0.0,0,2,0.25,1,0.0
6,0.7660652496292634,0.971736204576043,0.7001000000000001,0.8952110004741584,0.3668633273423458,0.4357999999999999,0.0,1.0,1,2,0.5,1,1.0
10,0.1528670291646069,0.5398961738127283,0.3625,0.2399241346609767,0.34224818316793,0.1494,0.1999999999999999,0.0,1,2,0.0,0,0.0
1,0.6198714780029658,0.3395500865218226,0.6861,0.6723565670934092,0.9860514183011644,0.4019,0.1,1.0,1,2,0.25,0,1.0
9,0.5359614434008897,0.7315900788309939,0.5841,0.4620673304883831,0.9585058998202703,0.7426,0.0,0.0,0,2,0.25,1,0.0
5,0.7439446366782008,0.3449336666025764,0.9686,0.7555713608345187,0.8218723138235524,0.8479000000000001,1.0,0.0,2,1,0.25,1,0.0
12,0.4745427582797825,0.3814651028648336,0.3041,0.5571360834518729,0.4728451980933031,0.4600999999999999,0.0,0.0,2,2,0.25,2,0.0
2,0.504325259515571,0.5796962122668717,0.1214,0.6538643907064959,0.264026725013675,0.5945,0.1,0.0,0,2,0.25,1,0.0
0,0.319698467622343,0.2841761199769274,0.0,0.4148885727833096,0.9160740798624678,0.8449,0.0,0.0,2,1,0.25,2,1.0
5,0.6059070687098369,0.554701019034801,0.15,0.6175912754860122,0.2680120340704853,0.8134999999999999,0.0,1.0,1,2,0.5,0,0.0
2,0.5242214532871973,0.4018457988848298,0.9395,0.5604551920341394,0.5219582714698757,0.6577,0.1,0.0,2,0,0.5,2,0.0
8,0.0434997528423133,0.5627763891559315,0.3611,0.2254623044096728,0.2450378995076971,0.815,0.0,0.0,2,0,0.0,2,0.0
1,0.6658428077113198,0.6616035377811957,0.4636,0.7437174016121384,0.971380010940064,0.5759000000000001,0.0,0.0,0,0,0.5,1,0.0
8,0.3030153237765694,0.449528936742934,0.0877999999999999,0.3297771455666192,0.0416699226381183,0.0046,0.1,0.0,0,2,0.5,1,0.0
14,0.5531389026198714,0.417035185541242,0.0875,0.587719298245614,0.1742986637493162,0.0412999999999999,0.1999999999999999,0.0,1,2,0.5,2,0.0
4,0.5598121601581809,0.5006729475100941,0.0085,0.6220957799905169,0.7651402672501367,0.9798,0.1,0.0,1,2,0.25,0,1.0
9,0.4301779535343549,0.4308786771774658,0.0883999999999999,0.540303461356093,0.1513831366726576,0.145,0.0,0.0,2,2,0.0,2,0.0
1,0.3849480968858131,0.6517977312055374,0.4588,0.5516832622095781,0.9794873798546534,0.4045,1.0,1.0,0,2,0.0,1,1.0
13,0.4373455264458725,0.467410113439723,0.3153,0.5101944049312471,0.3213253106196764,0.9338,1.0,1.0,0,0,0.5,1,0.0
14,0.4859120118635689,0.6094981734281868,0.0128,0.5407776197249882,0.9187700242244276,0.195,0.1,0.0,1,1,0.25,2,1.0
11,0.8392239248640632,0.6246875600845989,0.4202,0.8907064959696539,0.6623427365788856,0.8438,1.0,1.0,2,2,0.75,1,1.0
13,0.6296342066238261,0.5168236877523552,0.2027,0.6816026552868658,0.6341720715792764,0.8183,0.0,0.0,2,1,0.25,1,0.0
7,0.8913741967375185,0.4795231686214189,0.0409,0.9106211474632526,0.915488005001172,0.9863,0.0,1.0,0,2,0.25,1,1.0
6,0.2534602076124567,0.4414535666218034,0.4404,0.3824087245139876,0.5133038993514105,0.2817,0.1,0.0,0,2,0.25,2,0.0
12,0.1869747899159663,0.577773505095174,0.8637,0.3193456614509246,0.4007775259826521,0.3153,0.0,0.0,0,1,0.0,2,0.0
1,0.2125556104794858,0.5079792347625456,0.8785,0.2923186344238975,0.2175705243416426,0.9029,0.1999999999999999,1.0,0,1,0.0,1,0.0
11,0.7580326248146317,0.395693135935397,0.8563,0.8160265528686582,0.1444674533093694,0.2341,0.0,0.0,1,2,0.75,1,0.0
11,0.7372713791398912,0.517015958469525,0.5529999999999999,0.7112375533428165,0.7918652809252168,0.5478999999999999,0.1,1.0,1,2,0.5,2,0.0
14,0.5071675729115175,0.5793116708325321,0.471,0.6019440493124704,0.1278619989059936,0.7073,0.1999999999999999,0.0,0,2,0.25,2,0.0
3,0.5058082056351952,0.5225918092674484,0.3713,0.5794215267899477,0.3940181292490427,0.2719,0.1999999999999999,0.0,2,2,0.25,2,0.0
7,0.5016065249629262,0.0838300326860218,0.5154,0.5049786628733997,0.4092170039853091,0.9384,1.0,0.0,1,2,0.5,2,0.0
4,0.8543005437469104,0.9751970774850988,0.027,0.9101469890943577,0.6645502852230992,0.6657,0.0,0.0,0,1,0.25,0,1.0
1,0.4069451309935739,0.635070178811767,0.6674,0.4568515884305358,0.2784832382589669,0.0471,0.1,1.0,0,2,0.25,2,0.0
3,0.6583044982698961,0.36742934051144,0.1115,0.7693219535324799,0.8383214815972494,0.1357,1.0,0.0,2,2,0.0,2,0.0
14,0.2838606030647553,0.6371851567006345,0.8992,0.3909435751541014,0.2074314292412284,0.1907999999999999,1.0,1.0,2,3,0.25,0,0.0
6,0.4066979733069698,0.6416073831955393,0.3868,0.4606448553816974,0.7892279440493866,0.245,0.0,1.0,0,1,0.25,0,0.0
0,0.5909540286702916,0.5500865218227262,0.3772999999999999,0.6356092935040304,0.849867156364773,0.7306999999999999,0.0,0.0,1,0,0.25,0,0.0
5,0.5905832921403854,0.5621995770044221,0.2225,0.6292081555239449,0.1931312026256153,0.0889,0.1,0.0,1,2,0.5,2,0.0
5,0.5673504695996044,0.3109017496635262,0.5179,0.5879563774300616,0.8095061342502149,0.3506,1.0,1.0,2,2,0.5,2,0.0
4,0.2983193277310924,0.4383772351470871,0.7915000000000001,0.4084874348032243,0.7138001094006408,0.9114,0.1,1.0,1,2,0.25,2,0.0
6,0.680919426594167,0.5439338588732935,0.6459999999999999,0.6690374585111427,0.8744823005391889,0.5567,1.0,0.0,1,2,0.5,0,0.0
10,0.6539792387543253,0.2278407998461833,0.7167,0.6816026552868658,0.5099828084707354,0.2655,1.0,1.0,1,2,0.5,1,0.0
4,0.6363074641621353,0.8884829840415306,0.5666,0.7031768610715978,0.2338047979995311,0.9571,1.0,1.0,0,2,0.25,2,0.0
1,0.3042511122095896,0.2566814074216496,0.4779,0.4113323850165956,0.912147378291787,0.2443,0.0,1.0,0,2,0.25,2,0.0
1,0.3795106277805239,0.4541434339550086,0.3646999999999999,0.463963963963964,0.7901265921700399,0.9051,1.0,0.0,1,2,0.25,1,0.0
2,0.8094414236282749,0.7631224764468371,0.1231,0.7731152204836416,0.0208838008908337,0.7258,1.0,1.0,0,2,0.25,2,0.0
3,0.5305239742956006,0.0849836569890405,0.1057,0.6204362256993836,0.9395366101430024,0.7404999999999999,1.0,1.0,2,2,0.5,2,0.0
10,0.4965397923875432,0.5927706210344165,0.5421,0.5030820293978189,0.948640306321794,0.7648999999999999,0.1999999999999999,1.0,1,1,0.25,0,0.0
5,0.7700197726149284,0.4464526052682175,0.9148,0.8539592223802751,0.3552981167461123,0.5065999999999999,0.0,1.0,1,2,0.5,1,0.0
11,0.4274592189817103,0.6116131513170543,0.2188,0.6059743954480797,0.0099242009846057,0.8146,0.1999999999999999,0.0,2,2,0.25,0,0.0
3,0.7308452792881859,0.5823880023072484,0.5221,0.8316737790422001,0.5525709150582168,0.8362,0.0,0.0,1,2,0.0,0,0.0
9,0.5090212555610479,0.5481638146510286,0.4086999999999999,0.5611664295874823,0.9137883879034148,0.3605,0.1,1.0,1,2,0.25,2,0.0
1,0.6033119130004942,0.7135166314170351,0.4226,0.6028923660502608,0.1243650855669297,0.4003,0.1999999999999999,1.0,1,2,0.5,1,0.0
7,0.467745921898171,0.005960392232263,0.3759,0.591275486012328,0.5905485660701726,0.8887999999999999,0.1,1.0,2,2,0.25,0,0.0
12,0.8161146811665841,0.2985964237646605,0.1065,0.8482693219535326,0.7318512151285458,0.5246999999999999,1.0,0.0,0,2,0.25,2,0.0
6,0.2796589223924863,0.6539127090944049,0.0109,0.4065908013276434,0.134621395639603,0.8669,0.1,0.0,0,1,0.25,2,1.0
13,0.3769154720711814,0.5673908863680062,0.0843999999999999,0.5113798008534851,0.5133038993514105,0.6268,0.1,1.0,1,1,0.25,0,0.0
4,0.3662876915472071,0.7788886752547587,0.1838,0.4182076813655761,0.0887317340001562,0.5936,0.1,1.0,0,2,0.25,2,0.0
1,0.4059565002471577,0.5006729475100941,0.1325,0.5170697012802277,0.558158162069235,0.031,0.1,0.0,1,2,0.25,1,0.0
3,0.5158180919426595,0.5250913285906555,0.9458,0.5260787102892366,0.442115339532703,0.2779,0.0,1.0,2,2,0.5,1,0.0
10,0.2913989125061789,0.5620073062872524,0.1452,0.319108582266477,0.2646714073611002,0.5021,0.1999999999999999,1.0,2,2,0.25,2,0.0
12,0.1715274345032129,0.322245721976543,0.8925,0.3793266951161688,0.8531882472454481,0.5872999999999999,0.0,0.0,1,2,0.0,1,0.0
7,0.5737765694513098,0.2962891751586233,0.2430999999999999,0.5872451398767189,0.3817887004766742,0.6304,0.0,0.0,1,2,0.5,1,0.0
3,0.5406574394463668,0.3735820034608728,0.8014,0.5528686581318161,0.6998905993592248,0.7162000000000001,0.0,0.0,1,2,0.25,2,0.0
13,0.4542758279782501,0.4452989809651989,0.6297,0.413466097676624,0.790771274517465,0.6562,0.1,0.0,0,0,0.25,2,0.0
12,0.3414483440434996,0.4950970967121706,0.8298000000000001,0.4907539118065434,0.1785770102367742,0.8486,0.0,0.0,2,2,0.25,0,0.0
9,0.292016806722689,0.4839453951163237,0.5421,0.4061166429587482,0.1190513401578495,0.2955,0.1999999999999999,1.0,1,2,0.25,1,0.0
13,0.7859614434008897,0.6573735820034607,0.5687,0.9141773352299668,0.0077361881691021,0.6416,0.0,0.0,0,0,0.25,0,1.0
14,0.5053138902619871,0.2878292636031531,0.9479,0.5331910858226648,0.3057747909666328,0.0512,1.0,0.0,1,2,0.25,2,0.0
8,0.8672763222936232,0.436646798692559,0.1693,0.5331910858226648,0.8160506368680159,0.4802,0.1,0.0,2,1,0.5,0,1.0
14,0.4455017301038061,0.8100365314362621,0.1234,0.5203888098624941,0.772856919590529,0.268,1.0,0.0,2,2,0.25,0,0.0
5,0.5986159169550173,0.6442991732359162,0.1745,0.6559981033665244,0.8719035711494881,0.3809,0.1999999999999999,0.0,2,2,0.5,2,0.0
3,0.5746416213544241,0.4660642184195346,0.1286999999999999,0.6642958748221907,0.76068609830429,0.3547,0.1999999999999999,0.0,1,1,0.5,2,0.0
1,0.3346515076618883,0.5404729859642375,0.2595,0.4390706495969654,0.0238923185121512,0.0604,0.1999999999999999,1.0,2,1,0.25,0,0.0
1,0.5363321799307958,0.4866371851567005,0.068,0.6114272166903746,0.3855200437602563,0.4665999999999999,0.1999999999999999,0.0,1,1,0.25,2,0.0
1,0.5315126050420168,0.44433762737935,0.4456,0.6073968705547652,0.0058216769555364,0.9946,0.0,1.0,0,2,0.5,2,0.0
7,0.5428818586258033,0.287060180734474,0.4558,0.6187766714082504,0.0359654606548409,0.2989,0.1,1.0,0,0,0.5,2,0.0
8,0.4317844784972812,0.3155162468756008,0.1832,0.4388335704125177,0.4785691959052903,0.7361,0.1999999999999999,0.0,0,0,0.25,1,0.0
14,0.3945872466633712,0.3935781580465294,0.6381,0.4943100995732575,0.3599867156364773,0.5478000000000001,1.0,0.0,1,2,0.25,0,0.0
8,0.4925852694018783,0.4347240915208613,0.9449,0.6294452347083925,0.558548878643432,0.3252,0.1999999999999999,1.0,2,2,0.25,2,0.0
0,0.823900148294612,0.3724283791578542,0.2581,0.8477951635846372,0.0660701726967258,0.0896,0.1,1.0,2,2,0.75,1,0.0
3,0.5756302521008403,0.5385502787925399,0.7334,0.6467520151730678,0.5883410174259591,0.2159,1.0,1.0,1,3,0.5,1,0.0
8,0.523232822540781,0.5487406268025379,0.5242,0.5865339023233761,0.0649175588028444,0.7818999999999999,1.0,0.0,0,0,0.5,2,0.0
11,0.36097380128522,0.1766967890790232,0.7371,0.4568515884305358,0.4236930530593107,0.2789999999999999,1.0,1.0,0,1,0.25,0,0.0
4,0.8282254078101828,0.5748894443376273,0.1819,0.8451872925557136,0.3523482066109244,0.1442999999999999,0.0,0.0,1,3,0.25,2,0.0
4,0.6243203163618388,0.4854835608536819,0.0391,0.7185870080606923,0.2239001328436352,0.3313,0.1999999999999999,0.0,2,2,0.25,0,0.0
11,0.9515570934256056,0.5237454335704671,0.936,0.9348032242769084,0.3119481128389466,0.584,0.0,1.0,2,1,0.5,2,1.0
12,0.3399653979238754,0.7402422611036339,0.7842,0.4876718824087245,0.0004297882316167,0.7034999999999999,1.0,0.0,2,2,0.25,2,0.0
2,0.4817103311913,0.3274370313401268,0.7736,0.5405405405405405,0.3240798624677659,0.3874,0.0,0.0,2,2,0.25,1,0.0
7,0.4497034107760751,0.4545279753893481,0.3302,0.5640113798008535,0.078338673126514,0.4981,0.0,1.0,0,2,0.5,2,0.0
12,0.449456253089471,0.493943472409152,0.5763,0.5327169274537695,0.9214268969289676,0.4549,0.0,1.0,2,0,0.25,2,0.0
13,0.1557093425605536,0.5452797538934819,0.5262,0.3063063063063063,0.0742556849261545,0.009,0.1999999999999999,0.0,1,0,0.25,1,0.0
10,0.5593178447849728,0.5896942895596999,0.8081,0.6171171171171171,0.95323122606861,0.3956,1.0,1.0,2,2,0.25,1,0.0
7,0.5965150766188828,0.2837915785425879,0.5809000000000001,0.6621621621621622,0.491443307025084,0.5872999999999999,1.0,0.0,0,1,0.25,1,0.0
7,0.1906821552150271,0.6300711401653527,0.7055,0.2875770507349454,0.5131866843791514,0.5699000000000001,0.1999999999999999,1.0,2,1,0.25,2,0.0
13,0.7769401878398419,0.3532013074408767,0.3994,0.7738264580369844,0.7882120809564741,0.7498,0.0,1.0,2,0,0.5,2,0.0
8,0.3654226396440929,0.8194577965775812,0.7759999999999999,0.4174964438122333,0.6954364304133781,0.6704000000000001,0.0,1.0,1,2,0.25,0,0.0
14,0.3215521502718734,0.2607190924822149,0.4146,0.4193930772878141,0.237028209736657,0.2768,0.1,1.0,2,1,0.0,1,0.0
14,0.3492338111715274,0.9275139396269948,0.6692,0.4272166903745851,0.0253770414941001,0.2556,0.1,0.0,2,2,0.5,1,0.0
4,0.4985170538803756,0.7819650067294751,0.6899,0.5016595542911332,0.7785418457450964,0.4640999999999999,0.1,1.0,1,2,0.25,1,0.0
6,0.2499999999999999,0.7360123053258988,0.6772,0.4087245139876718,0.12967883097601,0.733,0.1999999999999999,0.0,1,0,0.0,0,0.0
12,0.7291151754819575,0.1403576235339357,0.3,0.7297297297297297,0.5984215050402438,0.0938,1.0,0.0,1,1,0.5,1,0.0
0,0.6358131487889274,0.3403191693905018,0.4293,0.7261735419630158,0.942760021880128,0.9483,0.1,1.0,1,2,0.5,2,0.0
3,0.5250865051903114,0.5339357815804653,0.1513,0.5983878615457563,0.5494842541220598,0.5432,1.0,1.0,0,2,0.25,1,0.0
5,0.5397923875432525,0.6139203999230916,0.7448999999999999,0.5742057847321005,0.2855356724232242,0.3064,1.0,1.0,2,0,0.25,2,0.0
9,0.4902372713791399,0.6216112286098826,0.9391,0.5324798482693219,0.1787528326951629,0.6934,1.0,1.0,2,1,0.25,2,0.0
14,0.6565743944636677,0.1772736012305324,0.8515,0.6104788999525842,0.026861764476049,0.0447,0.1999999999999999,1.0,0,2,0.5,2,0.0
3,0.8685121107266436,0.595654681791963,0.6899,0.858700806069227,0.6232906149878878,0.4844,0.1999999999999999,0.0,1,2,0.5,2,0.0
9,0.5673504695996044,0.4993270524899056,0.8249,0.858700806069227,0.5580409470969758,0.486,0.1999999999999999,1.0,2,2,0.5,2,0.0
3,0.5725407810182896,0.407613920399923,0.9579,0.6038406827880511,0.4617293115573962,0.162,0.1999999999999999,0.0,1,2,0.5,2,0.0
8,0.551038062283737,0.5960392232263025,0.5404,0.6137980085348507,0.1937172774869109,0.8373999999999999,0.1,0.0,1,0,0.5,1,0.0
9,0.8086999505684627,0.3718515670063449,0.3338,0.861782835467046,0.2365984215050402,0.7968000000000001,0.0,0.0,0,2,0.5,2,0.0
5,0.611097380128522,0.57258219573159,0.263,0.6235182550972024,0.9586621864499492,0.1527,0.0,0.0,0,1,0.5,2,0.0
3,0.7718734552644586,0.5558546433378196,0.6139,0.8053579895685159,0.020317261858248,0.3638,0.0,1.0,1,0,0.25,2,0.0
